Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 14417	¬KRAS  & NRAS  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.21119	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14418	NRAS  & ¬CDKN2A  & ¬IL-1-UP  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19888	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14419	¬NF1  & NRAS  & ¬PIK3CA  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.020344	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14420	NRAS  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.24138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14421	¬d(FANCG,PAX5)  & ¬BRAF  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	1/0.1547	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14422	¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.335	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14423	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.09466	0/NaN	0/NaN	-1/0	-1/0.1255	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.085635	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14424	¬d(FANCG,PAX5)  & ¬NF1  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14425	¬CREBBP  & ¬NF1  & NRAS  & ¬CDKN2A 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	1/0.060074	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14426	¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.21021	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1451	NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1452	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬NF2 	NA	0/NaN	0/NaN	-1/0.098378	0/NaN	0/NaN	-1/0.17942	-1/0.13043	0/NaN	-1/0.031368	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1453	¬d(FANCG,PAX5)  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1454	¬d(FANCG,PAX5)  & ¬CREBBP  & ¬BRAF  & ¬NF1 	NA	0/NaN	0/NaN	-1/0.098378	-1/0.031368	0/NaN	-1/0	-1/0.13043	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1455	¬d(FANCG,PAX5)  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11372	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1456	¬d(FANCG,PAX5)  & ¬CREBBP  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	-1/0	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1457	¬CREBBP  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	1/0.064568	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1458	¬d(FANCG,PAX5)  & ¬KRAS  & ¬BRAF  & ¬NF1 	NA	0/NaN	0/NaN	-1/0.098378	0/NaN	-1/0.031368	-1/0	-1/0.13043	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1459	¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.081668	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14510	¬d(FANCG,PAX5)  & ¬KRAS  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	-1/0	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14511	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	-1/0.098378	0/NaN	0/NaN	-1/0	-1/0.13043	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.031368	0 /NaN 
Model 14512	¬BRAF  & NRAS  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.22831	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14513	¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25967	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14514	¬d(FANCG,PAX5)  & ¬KRAS  & ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	-1/0	-1/0	0/NaN	1/0.13043	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14515	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬EP300 	NA	0/NaN	0/NaN	-1/0.098378	0/NaN	0/NaN	-1/0	-1/0.13043	0/NaN	0/NaN	0/NaN	-1/0.031368	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14516	¬d19p12  & NRAS 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2121	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14517	¬d19p12  & ¬d(FANCG,PAX5)  & ¬KRAS  & NRAS 	NA	0/NaN	-1/0	-1/0	0/NaN	-1/0	0/NaN	0/NaN	1/0.082354	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14518	¬d19p12  & ¬d(FANCG,PAX5)  & ¬BRAF  & NRAS 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	-1/0	0/NaN	1/0.1618	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14519	¬d19p12  & ¬d(FANCG,PAX5)  & ¬CREBBP  & NRAS 	NA	0/NaN	-1/0	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.096621	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14520	¬d19p12  & ¬d(FANCG,PAX5)  & ¬NF1  & NRAS 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14521	¬d19p12  & ¬d(FANCG,PAX5)  & NRAS 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11372	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14522	¬d19p12  & ¬d(FANCG,PAX5)  & NRAS  & ¬NF2 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30985	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14523	¬d19p12  & ¬d(FANCG,PAX5)  & NRAS  & ¬CDKN2A 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.073851	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14524	¬d19p12  & ¬d(FANCG,PAX5)  & NRAS  & ¬EP300 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.096621	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14525	¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.1945	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14526	¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.18023	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2101	NRAS  | NF2 	 0.36036	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27768	1/0.17923	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2111	NF2  | PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.22059	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.17187	0/NaN	0 /NaN 
Model 2112	NRAS  | NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.17187	1/0.22059	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2121	NRAS  | NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.21195	1/0.2752	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2131	NRAS  | SMARCA4 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2132	NRAS  | EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2133	CREBBP  | NRAS 	NA	0/NaN	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2134	d19p12  | NRAS 	NA	0/NaN	1/0.00068387	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2135	NRAS  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.0013888	0/NaN	0/NaN	0 /NaN 
Model 2136	NRAS  | d13q14.2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.00068387	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2137	NRAS  | IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2138	NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2139	NRAS  | PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.20519	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0 /NaN 
Model 2141	NRAS  | NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29238	1/0.18872	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2151	NRAS  | NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	1/0.19613	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2201	¬BRAF  & NRAS   |  ¬KRAS  & NF2 	 0.25099	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	-1/0	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2202	¬BRAF  & NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2203	¬BRAF  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.028664	0/NaN	-1/0	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2204	NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.028664	0/NaN	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2205	NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2206	¬d19p12  & NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2207	NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2208	¬d19p12  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/0.028664	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2209	¬d19p12  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	-1/0	0/NaN	0/0.028664	0/NaN	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22010	NRAS   |  BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0/NaN	1/0.27768	0/0.16788	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
Model 22011	NRAS   |  NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/0.028664	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22012	NRAS  & ¬TGFB-DOWN   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22013	¬d(FANCG,PAX5)  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/0.028664	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22014	¬NF1  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0/NaN	-1/0	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22015	¬KRAS  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22016	¬NF1  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.028664	0/NaN	0/NaN	-1/0	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22017	¬NF1  & NRAS   |  BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	-1/0	1/0.27768	0/0.16788	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22018	¬KRAS  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.028664	-1/0	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22019	¬d(FANCG,PAX5)  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	-1/0	0/0.028664	0/NaN	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 22020	¬CREBBP  & NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22021	NRAS  & ¬TGFB-UP   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.028664	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22022	¬CREBBP  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/0.028664	0/NaN	0/NaN	1/0.27768	0/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
Model 22023	¬BRAF  & NRAS   |  NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.27768	0/0.20789	0/NaN	0/0.028664	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0 
Model 22024	NF2  & ¬TGFB-DOWN   |  NRAS  & ¬IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.27768	1/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	-1/0.028664	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22025	NF2  & ¬TGFB-DOWN   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.27768	1/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.028664	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22026	¬KRAS  & NF2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.028664	0/NaN	0/NaN	0/0.27768	1/0.20789	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
