Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 22316	¬d19p12  & BRAF   |  PTEN  & ¬d(FANCG,PAX5) 	NA	0/0.067877	-1/0	0/0	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22317	BRAF  & ¬d13q14.2   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0.032801	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22318	¬d(FANCG,PAX5)  & BRAF   |  PTEN 	NA	0/0.067877	0/NaN	-1/0	0/NaN	0/NaN	1/0.10572	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1 
Model 22319	¬PTEN  & BRAF   |  PTEN  & ¬Wnt-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /0 
Model	ModelDescription	CVError	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22320	¬d19p12  & BRAF   |  KRAS  & ¬NRAS 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/0.044422	1/0.34652	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22321	BRAF  & ¬d13q14.2   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/0.067877	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22322	BRAF  & ¬d13q14.2   |  PTEN 	NA	0/0.067877	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22323	BRAF  & ¬NF1   |  PTEN  & ¬KRAS 	NA	0/0.067877	0/NaN	0/NaN	0/NaN	0/0	1/0.34652	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22324	BRAF  & ¬H2O2-UP   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0.067877	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22325	BRAF   |  PTEN  & ¬d(FANCG,PAX5) 	NA	0/0.067877	0/NaN	0/0	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22326	BRAF  & ¬H2O2-UP   |  PTEN 	NA	0/0.067877	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0 
Model 2241	BRAF   |  ¬d13q14.2  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0 
Model 2242	¬KRAS  & BRAF   |  NF2  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.24542	0/NaN	0/NaN	0/0.042676	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2243	PI3K_only-DOWN   |  BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2244	BRAF   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2245	¬d19p12  & BRAF   |  PI3K_only-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2246	¬d19p12  & BRAF   |  ¬d19p12  & PI3K_only-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2247	¬d19p12  & BRAF   |  PTEN  & ¬NF1 	NA	0/0.065209	-1/0	0/NaN	0/NaN	0/NaN	1/0.27414	0/0.065209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2248	BRAF   |  PTEN  & PI3K_only-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2249	BRAF   |  PTEN  & ¬NF1 	NA	0/0.065209	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/0.065209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22410	BRAF   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.24542	0/NaN	0/NaN	0/0.042676	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22411	¬PTEN  & BRAF   |  PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22412	BRAF   |  KRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.042676	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0 
Model 22413	BRAF   |  ¬SMARCA4  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22414	BRAF  & ¬NF1   |  PTEN  & ¬NF1 	NA	0/0.065209	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22415	BRAF   |  ¬d19p12  & PI3K_only-DOWN 	NA	0/NaN	0/0	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22416	BRAF  & ¬NRAS   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22417	¬d19p12  & BRAF   |  ¬NF1  & PI3K_only-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.27414	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22418	¬d19p12  & BRAF   |  PTEN  & PI3K_only-DOWN 	NA	0/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0 
Model 22419	¬d(FANCG,PAX5)  & BRAF   |  NF2  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.17709	0/NaN	0/NaN	0/0.042676	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22420	BRAF   |  ¬NF1  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22421	BRAF  & ¬NRAS   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031512	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22422	BRAF  & ¬EP300   |  CREBBP 	NA	0/NaN	0/NaN	0/NaN	0/0.12834	0/NaN	1/0.18848	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22423	¬KRAS  & BRAF   |  PTEN  & ¬NF1 	NA	0/0.065209	0/NaN	0/NaN	0/NaN	-1/0	1/0.27414	0/0.065209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22424	¬PTEN  & BRAF   |  PTEN  & PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22425	¬KRAS  & BRAF   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22426	BRAF   |  ¬d(FANCG,PAX5)  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.065209	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2251	BRAF   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2252	PTEN  & ¬NF1   |  BRAF 	NA	1/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	0/0.38209	-1/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2253	BRAF   |  ¬CREBBP  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/0	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2254	¬PTEN  & BRAF   |  PTEN  & NRAS 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2255	BRAF   |  PTEN  & NRAS 	NA	0/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2256	¬PTEN  & BRAF   |  PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2257	BRAF   |  PTEN  & PI3K_only-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2258	¬PTEN  & BRAF   |  PTEN  & ¬NF1 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2259	BRAF   |  PTEN  & ¬NF1 	NA	0/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22510	BRAF   |  NRAS  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22511	¬PTEN  & BRAF   |  PTEN  & PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22512	BRAF  & ¬NRAS   |  PTEN  & ¬NF1 	NA	0/0.06135	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33212	0/0.06135	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22513	BRAF  & ¬NF1   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.37309	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.029647	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0 
Model 22514	BRAF   |  ¬PIK3CA  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
Model 22515	BRAF   |  ¬EP300  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.029647	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22516	¬PTEN  & BRAF   |  TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.029647	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22517	BRAF  & ¬NF2   |  PTEN  & PI3K_only-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.35507	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22518	BRAF   |  ¬CREBBP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/0	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.029647	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22519	BRAF  & ¬NRAS   |  PTEN  & PI3K_only-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33212	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0 
Model 22520	PI3K_only-DOWN   |  BRAF  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.35507	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22521	BRAF  & ¬NRAS   |  ¬NF1  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33212	0/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22522	BRAF  & ¬NRAS   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33212	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22523	¬PTEN  & BRAF   |  ¬PTEN  & TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.029647	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0 
Model 22524	BRAF   |  ¬SMARCA4  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/0.06135	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22525	BRAF   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.029647	0/NaN	0/NaN	0 /NaN 
Model 3101	BRAF  | PI3K_only-DOWN  | TGFB-DOWN 	 0.35216	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.055575	1/0.036371	0 /NaN 
Model 3102	CREBBP  | BRAF  | PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	1/0.036371	0/NaN	1/0.30819	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.055575	0/NaN	0 /NaN 
Model 3103	BRAF  | NF2  | PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.35672	0/NaN	0/NaN	1/0.036371	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.055575	0/NaN	0 /NaN 
