Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 22120	¬NRAS  & TGFB-UP   |  CREBBP 	NA	0/NaN	0/NaN	0/NaN	0/0.11138	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22121	CREBBP  & BRAF   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22122	¬d19p12  & CREBBP   |  TGFB-UP 	NA	0/NaN	-1/0	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0 
Model 22123	BRAF  & EP300   |  TGFB-UP  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/0	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0 
Model 22124	¬BRAF  & TGFB-UP   |  CREBBP  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/0.11138	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/0	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22125	¬BRAF  & TGFB-UP   |  CREBBP 	NA	0/NaN	0/NaN	0/NaN	0/0.11138	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 22126	¬CDKN2A  & TGFB-UP   |  EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2221	TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2222	¬NRAS  & NF2   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2223	¬NRAS  & NF2   |  ¬NRAS  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2224	¬d19p12  & TGFB-UP   |  NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2225	¬NRAS  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2226	TGFB-UP   |  ¬d(FANCG,PAX5)  & NF2 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.24398	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2227	¬d13q14.2  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2228	TGFB-UP   |  ¬NRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2229	¬PTEN  & TGFB-UP   |  NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22210	¬IL-1-UP  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22211	¬PTEN  & TGFB-UP   |  ¬PTEN  & NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22212	¬NF1  & TGFB-UP   |  ¬NF1  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22213	¬NF1  & NF2   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0 
Model 22214	NF2   |  ¬PIK3CA  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25999	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22215	NF2   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0 
Model 22216	NF2   |  ¬IL-1-UP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22217	TGFB-UP   |  ¬PTEN  & NF2 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22218	¬KRAS  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22219	NF2   |  ¬d19p12  & TGFB-UP 	NA	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22220	NF2   |  ¬PTEN  & TGFB-UP 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0 
Model 22221	NF2   |  ¬d13q14.2  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22222	¬NF1  & NF2   |  ¬d19p12  & TGFB-UP 	NA	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22223	¬NF1  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22224	TGFB-UP   |  ¬d19p12  & NF2 	NA	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22225	¬NF2  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22226	¬d19p12  & TGFB-UP   |  ¬d(FANCG,PAX5)  & NF2 	NA	0/NaN	-1/0	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.24398	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2231	NF2   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2232	CREBBP  & ¬TGFB-UP   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.21901	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2233	NF2   |  ¬BRAF  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2234	NF2   |  ¬KRAS  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2235	NF2   |  ¬PTEN  & TGFB-UP 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2236	¬PTEN  & NF2   |  TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2237	EP300   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.21901	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2238	EP300   |  ¬PTEN  & TGFB-UP 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.21901	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2239	¬BRAF  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
Model 22310	¬NF1  & NF2   |  ¬EP300  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.21466	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22311	¬CDKN2A  & EP300   |  ¬CREBBP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.20441	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22312	NF2  & ¬SMARCA4   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22313	TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22314	TGFB-UP   |  ¬PTEN  & NF2 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
Model 22315	NF2   |  ¬EP300  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22316	NF2   |  ¬CREBBP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22317	¬CDKN2A  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25259	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22318	¬PTEN  & TGFB-UP   |  NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22319	¬EP300  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25259	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22320	NF2   |  ¬d(FANCG,PAX5)  & TGFB-UP 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0 
Model 22321	NF2   |  ¬SMARCA4  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22322	¬NRAS  & NF2   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 22323	TGFB-UP   |  EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.21901	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22324	¬d(FANCG,PAX5)  & NF2   |  ¬BRAF  & TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.18835	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22325	¬PTEN  & NF2   |  ¬BRAF  & TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0 
Model 22326	EP300   |  ¬NF2  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	1/0.21901	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18718	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0 
Model 2241	¬NRAS  & EP300   |  NF2  & ¬d13q14.2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/0.1502	0/NaN	1/0.11035	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2242	EP300  & ¬d13q14.2   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.1502	0/NaN	1/0.25991	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0 
Model 2243	EP300  & ¬TGFB-DOWN   |  NF2  & ¬d13q14.2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.29976	0/NaN	1/0.11035	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2244	EP300  & ¬TGFB-DOWN   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.29976	0/NaN	1/0.11035	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2245	EP300   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/0.1502	0/NaN	1/0.25991	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2246	¬d19p12  & CREBBP   |  NF2 	NA	0/NaN	-1/0	0/NaN	1/0.11035	0/NaN	0/NaN	0/NaN	0/NaN	0/0.1502	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
