		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
		0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 2217	昧RAS  & TGFB-UP   |  CREBBP  & BRAF 	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 2218	昧RAS  & TGFB-UP   |  BRAF  & EP300 	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 2219	查19p12  & TGFB-UP   |  查(FANCG,PAX5)  & EP300 	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22110	CREBBP  & 昧RAS   |  TGFB-UP 	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22111	TGFB-UP   |  CREBBP  & BRAF 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22112	CREBBP   |  挂P300  & TGFB-UP 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22113	TGFB-UP   |  星TEN  & CREBBP 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22114	TGFB-UP   |  查(FANCG,PAX5)  & CREBBP 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0.11138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22115	TGFB-UP   |  EP300 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22116	TGFB-UP   |  CREBBP 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22117	CREBBP   |  拴DKN2A  & TGFB-UP 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22118	TGFB-UP   |  CREBBP  & EP300 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22119	CREBBP   |  拴REBBP  & TGFB-UP 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22120	昧RAS  & TGFB-UP   |  CREBBP 	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22121	CREBBP  & BRAF   |  TGFB-UP 	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22122	查19p12  & CREBBP   |  TGFB-UP 	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22123	BRAF  & EP300   |  TGFB-UP  & 星I3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	0.2242	0	NaN	NaN 
																					 
Model 22124	拾RAF  & TGFB-UP   |  CREBBP  & 星I3K_only-DOWN 	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	0	NaN	NaN 
																					 
Model 22125	拾RAF  & TGFB-UP   |  CREBBP 	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 22126	拴DKN2A  & TGFB-UP   |  EP300 	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.11138	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 2221	TGFB-UP   |  NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2222	昧RAS  & NF2   |  TGFB-UP 	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2223	昧RAS  & NF2   |  昧RAS  & TGFB-UP 	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2224	查19p12  & TGFB-UP   |  NF2 	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2225	昧RAS  & TGFB-UP   |  NF2 	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2226	TGFB-UP   |  查(FANCG,PAX5)  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.24398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2227	查13q14.2  & TGFB-UP   |  NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	0	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2228	TGFB-UP   |  昧RAS  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2229	星TEN  & TGFB-UP   |  NF2 	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22210	施L-1-UP  & TGFB-UP   |  NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	0	0.19266	NaN	NaN	NaN 
																					 
Model 22211	星TEN  & TGFB-UP   |  星TEN  & NF2 	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22212	昧F1  & TGFB-UP   |  昧F1  & NF2 	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22213	昧F1  & NF2   |  TGFB-UP 	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22214	NF2   |  星IK3CA  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	0	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22215	NF2   |  TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22216	NF2   |  施L-1-UP  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	0	0.19266	NaN	NaN	NaN 
																					 
Model 22217	TGFB-UP   |  星TEN  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22218	春RAS  & TGFB-UP   |  NF2 	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22219	NF2   |  查19p12  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22220	NF2   |  星TEN  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22221	NF2   |  查13q14.2  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	0	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22222	昧F1  & NF2   |  查19p12  & TGFB-UP 	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	0	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22223	昧F1  & TGFB-UP   |  NF2 	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22224	TGFB-UP   |  查19p12  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22225	昧F2  & TGFB-UP   |  NF2 	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 22226	查19p12  & TGFB-UP   |  查(FANCG,PAX5)  & NF2 	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	0	NaN	NaN	NaN	NaN	NaN	0.24398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 2231	NF2   |  TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 2232	CREBBP  & 曷GFB-UP   |  TGFB-UP 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.21901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 2233	NF2   |  拾RAF  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 2234	NF2   |  春RAS  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 2235	NF2   |  星TEN  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 2236	星TEN  & NF2   |  TGFB-UP 	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 2237	EP300   |  TGFB-UP 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21901	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 2238	EP300   |  星TEN  & TGFB-UP 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
		-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21901	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 2239	拾RAF  & TGFB-UP   |  NF2 	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22310	昧F1  & NF2   |  挂P300  & TGFB-UP 	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.21466	NaN	0	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22311	拴DKN2A  & EP300   |  拴REBBP  & TGFB-UP 	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0.20441	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22312	NF2  & 昤MARCA4   |  TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	0	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22313	TGFB-UP   |  NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22314	TGFB-UP   |  星TEN  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22315	NF2   |  挂P300  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	0	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22316	NF2   |  拴REBBP  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22317	拴DKN2A  & TGFB-UP   |  NF2 	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	0	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22318	星TEN  & TGFB-UP   |  NF2 	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22319	挂P300  & TGFB-UP   |  NF2 	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	0	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
